ticker,REBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-19,24.0
2013-06-20,-4.8387
2013-06-21,5.0847
2013-06-24,-3.2258
2013-06-25,-6.6667
2013-06-26,16.0714
2013-06-27,-3.0769
2013-06-28,0.0
2013-07-08,2.3810000000000002
2013-07-10,8.5271
2013-07-15,0.0
2013-07-16,0.7143
2013-07-17,3.5461
2013-07-18,1.3699
2013-07-22,1.3514
2013-07-23,1.0667
2013-07-24,2.6385
2013-07-25,-9.4473
2013-07-26,10.7168
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,2.5641
2013-08-01,0.0
2013-08-05,-2.5
2013-08-07,0.0
2013-08-13,-3.8462
2013-08-14,-13.3333
2013-08-16,-3.0769
2013-08-19,0.0
2013-08-20,-1.5873
2013-08-21,-3.2258
2013-08-23,-3.3333
2013-08-26,3.4483
2013-08-28,0.0
2013-09-03,0.0
2013-09-04,-1.6667
2013-09-05,-1.6949
2013-09-06,-13.7931
2013-09-09,-2.0
2013-09-10,-10.2041
2013-09-12,-11.3636
2013-09-16,-10.2564
2013-09-17,-20.0
2013-09-18,32.1429
2013-09-20,-8.1081
2013-09-23,0.0
2013-09-24,8.8235
2013-09-25,-5.4054
2013-10-01,-2.8571
2013-10-02,-11.7647
2013-10-04,0.0
2013-10-08,0.0
2013-10-11,0.0
2013-10-21,-10.0
2013-10-22,-3.7037
2013-10-23,0.0
2013-10-24,-11.538499999999999
2013-10-25,17.3913
2013-10-28,0.0
2013-10-30,0.0
2013-11-07,-3.7037
2013-12-02,-88.4615
2013-12-03,733.3333
2013-12-04,0.0
2013-12-05,-8.0
2013-12-11,0.0
2013-12-13,-4.3478
2013-12-17,27.2727
2013-12-19,0.0
2013-12-23,7.1429
2013-12-30,-0.0417
2013-12-31,0.0
2014-01-03,-13.2972
2014-01-06,11.538499999999999
2014-01-09,3.4052
2014-01-13,-3.293
2014-01-14,29.3103
2014-01-15,-22.7
2014-01-17,3.4929
2014-01-22,-16.6667
2014-01-23,20.0
2014-01-27,-3.375
2014-02-10,-3.4066
2014-02-11,-3.5714
2014-02-18,-22.2222
2014-02-20,14.2857
2014-02-27,-4.1667
2014-03-05,-4.3478
2014-03-07,-4.5455
2014-03-13,19.0476
2014-03-18,-16.0
2014-03-27,0.0
2014-03-28,0.0
2014-04-02,-4.7619
2014-04-03,5.0
2014-04-17,-4.7619
2014-05-01,-5.0
2014-05-19,-5.2632
2014-07-24,5.5556
2014-07-28,15.7895
2014-07-31,-18.1818
2014-08-05,0.0
2014-12-18,-94.3889
2015-02-09,10.8911
2015-02-17,14.2857
2015-03-10,18.75
2015-03-12,-7.8947
2015-04-07,13.5714
2015-04-09,-6.2893
2015-05-15,6.0403
2015-07-13,-0.6329
2015-07-17,-1.2739
2015-08-14,-9.6774
2015-08-31,-63.5714
2015-09-01,194.1176
2015-09-02,0.6667
2015-11-11,-33.1126
2015-11-12,53.4653
2016-01-05,-19.3548
2016-01-07,-4.0
2016-01-12,-15.8333
2016-01-13,0.9901
2016-01-15,47.0588
2016-02-19,-14.0
2016-04-19,-13.9535
2016-07-18,0.0
2016-07-26,-45.045
2016-08-01,137.7049
2016-08-03,-57.931
2016-08-04,145.9016
2016-08-08,-26.6667
2016-08-15,0.0
2016-10-12,37.2727
2016-10-13,6.6225000000000005
2016-11-25,-0.6211
2016-12-06,-5.625
2016-12-07,5.9603
2016-12-30,-21.25
2017-01-03,23.0159
2017-05-03,3.2258
2017-05-05,1.25
2017-05-09,0.6173
2017-05-30,4.2945
2017-06-12,5.8824
2017-06-13,7.2778
2017-06-14,0.9839
2017-06-16,12.8205
2017-06-19,2.2727
2017-07-05,0.0
2017-08-04,0.0
2017-08-07,11.1111
2017-08-21,4.0
2017-09-26,1.9231
2017-10-18,88.6792
2017-11-02,0.0
2017-12-08,-40.0
2017-12-15,-3.3333
2017-12-19,-31.0345
2017-12-21,60.0
2017-12-22,9.375
2018-01-02,5.7143
2018-02-06,0.0
2018-02-07,0.0
2018-02-15,0.5405
2018-03-05,0.8065
2018-03-14,-1.3333
2018-03-15,0.0
2018-04-24,1.3514
2018-05-09,-20.0
2018-05-11,-33.3333
2018-05-14,0.0
2018-05-15,-37.5
2018-05-17,140.0
2018-07-24,-50.0
2018-07-26,116.6667
2018-08-14,-53.8462
2018-08-16,100.0
2018-12-20,-66.6667
2018-12-21,-20.0
2018-12-28,87.5
2018-12-31,0.6667
2019-01-11,-0.6623
2019-01-15,-66.0
2019-01-16,145.098
2019-02-06,0.0
2019-02-08,-59.2
2019-02-11,174.5098
2019-02-28,6.4286
2019-03-04,-65.7718
2019-03-05,192.1569
2019-04-04,34.2282
2019-04-26,45.0
2019-05-09,0.0
2019-07-09,-41.3793
2019-07-19,-5.8824
2019-07-23,-6.25
2019-07-29,86.6667
2019-08-19,7.1429
2019-08-29,-16.6667
2019-10-02,-20.0
2019-10-08,-47.5
2019-10-10,19.0476
2019-10-11,-20.0
2019-10-14,0.0
2019-10-15,50.0
2019-10-31,33.3333
2019-11-01,-75.49
2019-11-04,428.3558
2019-12-13,-79.1429
2019-12-17,131.3958
2019-12-18,4.0
2019-12-19,99.2308
2019-12-26,0.0
2020-02-27,-42.0849
2020-03-04,0.0
2020-03-05,60.0
2020-03-31,25.0
2020-04-02,0.0
2020-05-14,16.6667
2020-06-25,-57.1429
2020-06-26,93.3333
2020-06-29,27.5862
2020-07-27,-75.4027
2020-07-28,152.7195
2020-07-30,-56.087
2020-07-31,-0.9901
